409, 1, 10000000, 0, 0, 1, 72, 24252, 9975675
419, 1, 10000000, 0, 0, 0, 53, 23750, 9976197
421, 1, 10000000, 0, 0, 0, 50, 23591, 9976359
431, 1, 10000000, 0, 0, 0, 50, 23042, 9976908
433, 1, 10000000, 0, 0, 0, 54, 23033, 9976913
439, 1, 10000000, 0, 0, 0, 39, 22682, 9977279
443, 1, 10000000, 0, 0, 1, 42, 22442, 9977515
449, 1, 10000000, 0, 0, 0, 51, 22235, 9977714
457, 1, 10000000, 0, 0, 0, 45, 21797, 9978158
461, 1, 10000000, 0, 0, 0, 52, 21304, 9978644
463, 1, 10000000, 0, 0, 0, 54, 21605, 9978341
467, 1, 10000000, 0, 0, 0, 55, 21349, 9978596
479, 1, 10000000, 0, 0, 0, 41, 20844, 9979115
487, 1, 10000000, 0, 0, 0, 44, 20693, 9979263
491, 1, 10000000, 0, 0, 0, 42, 20566, 9979392
499, 1, 10000000, 0, 0, 0, 47, 19967, 9979986
503, 1, 10000000, 0, 0, 0, 38, 19725, 9980237
509, 1, 10000000, 0, 0, 0, 42, 19642, 9980316
521, 1, 10000000, 0, 0, 0, 43, 18993, 9980964
523, 1, 10000000, 0, 0, 0, 26, 19261, 9980713
541, 1, 10000000, 0, 0, 0, 27, 18409, 9981564
547, 1, 10000000, 0, 0, 0, 26, 18250, 9981724
557, 1, 10000000, 0, 0, 0, 43, 17841, 9982116
563, 1, 10000000, 0, 0, 0, 24, 17868, 9982108
569, 1, 10000000, 0, 0, 0, 38, 17775, 9982187
571, 1, 10000000, 0, 0, 0, 40, 17760, 9982200
577, 1, 10000000, 0, 0, 0, 27, 17293, 9982680
587, 1, 10000000, 0, 0, 0, 31, 16874, 9983095
593, 1, 10000000, 0, 0, 0, 28, 16861, 9983111
599, 1, 10000000, 0, 0, 0, 28, 16513, 9983459
601, 1, 10000000, 0, 0, 0, 23, 16574, 9983403
607, 1, 10000000, 0, 0, 0, 27, 16311, 9983662
613, 1, 10000000, 0, 0, 0, 24, 16272, 9983704
617, 1, 10000000, 0, 0, 0, 36, 16272, 9983692
619, 1, 10000000, 0, 0, 0, 28, 16161, 9983811
631, 1, 10000000, 0, 0, 0, 29, 15979, 9983992
641, 1, 10000000, 0, 0, 0, 28, 15236, 9984736
643, 1, 10000000, 0, 0, 0, 21, 15672, 9984307
647, 1, 10000000, 0, 0, 0, 17, 15528, 9984455
653, 1, 10000000, 0, 0, 0, 22, 15445, 9984533
659, 1, 10000000, 0, 0, 0, 28, 15265, 9984707
661, 1, 10000000, 0, 0, 0, 24, 15248, 9984728
673, 1, 10000000, 0, 0, 0, 18, 14716, 9985266
677, 1, 10000000, 0, 0, 0, 20, 14594, 9985386
683, 1, 10000000, 0, 0, 0, 13, 14460, 9985527
691, 1, 10000000, 0, 0, 0, 22, 14494, 9985484
701, 1, 10000000, 0, 0, 0, 15, 14279, 9985706
709, 1, 10000000, 0, 0, 0, 19, 14045, 9985936
719, 1, 10000000, 0, 0, 0, 17, 14122, 9985861
727, 1, 10000000, 0, 0, 0, 14, 13903, 9986083
733, 1, 10000000, 0, 0, 0, 22, 13619, 9986359
739, 1, 10000000, 0, 0, 0, 15, 13358, 9986627
743, 1, 10000000, 0, 0, 0, 16, 13389, 9986595
751, 1, 10000000, 0, 0, 0, 19, 13362, 9986619
757, 1, 10000000, 0, 0, 0, 19, 13038, 9986943
761, 1, 10000000, 0, 0, 1, 25, 13246, 9986728
769, 1, 10000000, 0, 0, 0, 16, 13159, 9986825
773, 1, 10000000, 0, 0, 0, 15, 12977, 9987008
787, 1, 10000000, 0, 0, 0, 20, 12597, 9987383
797, 1, 10000000, 0, 0, 1, 15, 12680, 9987304
809, 1, 10000000, 0, 0, 0, 7, 12550, 9987443
811, 1, 10000000, 0, 0, 0, 15, 12414, 9987571
821, 1, 10000000, 0, 0, 0, 19, 11959, 9988022
823, 1, 10000000, 0, 0, 0, 19, 12111, 9987870
827, 1, 10000000, 0, 0, 0, 13, 12069, 9987918
829, 1, 10000000, 0, 0, 0, 17, 12055, 9987928
839, 1, 10000000, 0, 0, 0, 10, 11840, 9988150
853, 1, 10000000, 0, 0, 0, 14, 11586, 9988400
857, 1, 10000000, 0, 0, 0, 9, 11498, 9988493
859, 1, 10000000, 0, 0, 0, 6, 11690, 9988304
863, 1, 10000000, 0, 0, 0, 10, 11494, 9988496
877, 1, 10000000, 0, 0, 0, 11, 11304, 9988685
881, 1, 10000000, 0, 0, 0, 13, 11438, 9988549
883, 1, 10000000, 0, 0, 0, 14, 11192, 9988794
887, 1, 10000000, 0, 0, 0, 9, 11235, 9988756
907, 1, 10000000, 0, 0, 0, 12, 10988, 9989000
911, 1, 10000000, 0, 0, 0, 13, 11004, 9988983
919, 1, 10000000, 0, 0, 0, 14, 10840, 9989146
929, 1, 10000000, 0, 0, 0, 5, 10708, 9989287
937, 1, 10000000, 0, 0, 0, 15, 10803, 9989182
941, 1, 10000000, 0, 0, 0, 10, 10537, 9989453
947, 1, 10000000, 0, 0, 0, 19, 10625, 9989356
953, 1, 10000000, 0, 0, 0, 7, 10465, 9989528
967, 1, 10000000, 0, 0, 0, 10, 10265, 9989725
971, 1, 10000000, 0, 0, 0, 7, 10213, 9989780
977, 1, 10000000, 0, 0, 0, 11, 10237, 9989752
983, 1, 10000000, 0, 0, 0, 12, 10235, 9989753
991, 1, 10000000, 0, 0, 0, 5, 10045, 9989950
997, 1, 10000000, 0, 0, 0, 13, 9959, 9990028
